Year,Input,Gerd_storage,Gerd_release,Roseires_storage,Roseires_release,Sennar_storage,Sennar_release,Had_storage,Had_release
122,"[9504.114840765587, 8902.637838909162, 4556.56752785713, 2480.5303912061468]",53500718.37434686,59.288733615519654,27203472.69756093,72.92910629188644,219142.35798623905,49.8036650495785,25451199887.0497,2253.6471722128645
123,"[2773.811829811327, 1881.2115972376132, 4636.984049399822, 1413.4089121042114]",51462127.991023615,52.0826523629175,27209714.881798375,75.14031038509818,241342.76345854867,54.84206670245877,23460356362.55033,1413.4089121042198
124,"[5836.561118508721, 777.3463696498484, 9743.948076661665, 3944.8429779184116]",81313549.72883186,72.37737066851815,27266179.46766903,95.35340406616935,277326.00465014495,63.015207510767375,21212622692.962387,1849.0835707717524
125,"[6981.617140197452, 5360.963663441204, 3095.2761628632775, 3255.1800788277947]",240007775.90445477,191.6230342290469,27859975.319388576,307.907765989151,1015161.5627279597,230.43392162956562,19108622623.442066,1681.3669358664702
126,"[6847.311725538792, 1626.169393448913, 9109.271844938425, 3290.148971692676]",953685788.0632514,739.7059998527176,29800317.37882574,1002.6543282460693,3983146.406157983,904.1523686340838,16742224817.441048,1508.30635142409
127,"[9497.99913291924, 7257.1950838836, 6134.151959357899, 1672.9721451624755]",2102029521.1367855,1731.195493860067,33837334.274004355,2448.3707906387294,10360930.70197311,2352.3757098332376,18088458371.908646,1474.106313932056
128,"[9327.284833540132, 8660.638895004084, 452.18670106189404, 105.46789798900802]",1728607436.41353,1841.139266710048,34240794.44064515,2594.285778726233,230480837.39453417,2456.9852641869707,33359488596.203075,105.46789798901116
129,"[3764.633668780496, 8105.533307818329, 9872.761293149444, 601.6675644141127]",982474459.7020718,1205.9477523751978,31735892.227356307,1697.8477629638198,7374429.21478308,1759.2488121019662,46689644418.96189,601.667564414117
130,"[5941.307153521351, 3808.908566310215, 9699.143978146032, 3368.4756925428346]",418437455.84257406,590.2409732964696,28907635.356424812,684.6139359023509,2620528.1565038254,597.4081508839872,46922598140.68903,3368.475692542789
131,"[8383.287047111378, 4686.931597949703, 4148.195023376652, 1093.628287722825]",207334780.2295917,270.5213002712325,27926883.78515508,332.47691399530163,1276531.525278787,290.62238571914514,47393684317.30286,1093.628287722785
132,"[563.7549665092712, 8647.223762550531, 8129.0100913007755, 3998.870693144522]",114476511.19237548,142.2625427560424,27434295.443429206,155.79584915966151,515459.83677424927,117.43400886497082,40539301293.825294,3546.5447041031457
133,"[9966.368370739054, 5554.317056026274, 7689.874151805105, 3779.062919529712]",72539931.90604088,85.76206035644032,27259294.987435944,92.98004972256487,206063.7699002919,46.96051852921904,35266645881.04931,3052.711009784527
134,"[8496.473906774114, 2473.4810174319764, 4505.441353100935, 516.6376606059799]",53479483.159814335,59.180003569210704,27185283.48649959,66.41636271110814,190498.28190017815,43.30087312294116,35530902324.11249,516.6376606059935
135,"[9540.510272587224, 6061.746344508801, 2286.428055034627, 2686.8027376234268]",51460559.53656744,52.07509756415033,27182997.17067286,65.57040562832947,199252.95451215847,45.28138624035982,30305376970.83527,2624.4980776047587
136,"[6181.282404578958, 3581.627180328405, 1135.5759219962902, 2686.2927823711984]",81313443.09003061,72.37682642756315,27289838.63687737,103.81188809356375,314530.3322332802,71.44114181063922,26671032624.423355,2322.201797828297
137,"[5203.077009037933, 7723.183917356393, 5201.635011119934, 3408.7260012741604]",240007767.9629208,191.62299619541784,27761407.416414373,272.6371594337398,860001.5369897883,195.24446834453403,23539281816.285954,2061.7686507898693
138,"[5519.0683877448555, 5609.379715353863, 8766.53602658345, 1613.931464849588]",953685787.5190609,739.7059970905897,29999462.070306506,1073.8984993653146,4296636.232618968,975.2250732740291,20842341102.59827,1613.931464849613
139,"[1340.1522845064073, 287.8267631333897, 7551.37255673619, 2481.238205413859]",3219492280.684506,1313.9707101894946,1291654195.8525836,1642.3634339849357,6814389.603995385,1547.784853046559,21971047449.544792,1782.0215132868304
140,"[7040.797680992236, 2129.6416150891073, 1363.7147558676977, 58.17866267152772]",2244379863.157359,2072.881870346173,1307849674.6475332,2857.1627394538173,257885168.91531447,2707.8973958336474,36103923744.47673,58.17866267152669
141,"[3505.8755880659696, 5899.176868546331, 3922.4404509973233, 1749.8996880949162]",1019452116.103222,1384.3444611709012,32617617.953078978,2488.419355424022,10852442.226636184,2558.545111982844,46848931264.474724,1749.8996880949544
142,"[9041.586944937484, 3482.5546702330034, 5139.894891598108, 3134.6120509645725]",421178077.7924355,603.4123908035222,29200056.808319546,789.6185074981763,3082412.9499727488,703.5453545660124,50960868507.921005,3134.612050964477
143,"[3965.4278232127017, 6220.867002278735, 8623.637087467452, 3798.0824946305684]",207520994.42236203,271.47209092647205,28021363.86591961,366.40387308765156,1425738.3395057798,324.64973895934867,44802919880.17885,3767.6653189200465
144,"[1470.7348092903794, 9265.876251614944, 4921.162930795382, 1032.9775531958335]",114489145.59994476,142.32711753941678,27511496.85493936,183.46425657845526,637160.3893374962,145.10348325694702,44639837183.296455,1032.977553195868
145,"[4591.357562382613, 9800.325752854771, 4926.180939928696, 1315.0064411500327]",72541042.96337721,85.76680459558479,27284594.57640008,102.0665722173771,246029.35688988524,56.077379658988654,43537204060.58381,1315.0064411500655
146,"[6334.008543167258, 2401.4561877819306, 758.6332810866392, 515.518887642597]",53479558.34976432,59.1803885621068,27197204.19287199,70.69265337959354,209306.08444221682,47.583269805675265,43734940439.958694,515.518887642584
147,"[1280.4583895777243, 1519.0269351229435, 1388.2717264941014, 2563.4989792128586]",51460565.090173244,52.075124314289276,27163425.346701007,58.56979542216954,168463.27022851777,38.30285747815685,38580376194.31105,2563.4989792128868
148,"[1818.8008439914483, 3456.672833238632, 8967.884099060118, 1895.8465610514895]",81313443.46761875,72.37682835461922,27254468.591354497,91.14438251059372,258812.77979200793,58.78736545864204,35950969869.10677,1895.8465610514684
149,"[6675.577385210272, 1723.1987120162985, 1922.8901880867077, 163.47446506591547]",240007767.9910406,191.62299633008809,27707451.76186906,253.31153594645232,774971.790513099,175.93084081007854,37537756584.73166,163.47446506591857
150,"[1689.3506307216455, 2785.9033903195864, 1770.1048427674682, 354.8101350282225]",953685787.5209888,739.7059971003697,30064344.923206896,1097.102236670855,4398737.716387865,998.3600861348698,37971395376.3928,354.8101350282109
151,"[1206.3587110060082, 4607.7876803272575, 2063.3371840579252, 1457.079444192302]",3536445457.833478,1195.6302744681493,31978488.511453137,1783.1223156229287,7433748.95897723,1688.3552164359337,39619518705.84564,1457.0794441922635
152,"[5034.172708548569, 6903.948286293653, 393.12139841098934, 3197.6415956361707]",2487086260.2827053,2101.4182082123193,35107618.76672653,2903.825123793698,262749617.46433276,2752.9138190389845,44549196367.68242,3197.641595636111
153,"[6279.003894909078, 817.590319488719, 8735.786241067772, 3683.4896021272525]",1041834556.721899,1466.3626941170844,1288832353.4418802,1516.4332431703642,6576336.704708143,1590.2002955271423,50724792754.98105,3677.526468206021
154,"[610.7795985486375, 2768.776481472037, 8062.0127979306135, 2993.0387615346335]",481043915.10795003,588.5571879379012,29191591.70584143,1269.857120756227,5194887.582296274,1181.1891110073173,51238314810.23897,2993.0387615346267
155,"[1845.2101935637731, 2093.493233367103, 3704.72102791382, 1938.0919407640854]",211588636.28402442,292.2410549532594,28059030.221779402,379.8828423678997,1485017.2763505152,338.88856886752086,51226784659.02105,1938.0919407640733
156,"[6182.54771530296, 3689.1363956977243, 4625.347161331479, 2989.8837525350264]",114765130.17642221,143.73768183719554,27441523.458491184,158.43234944408314,527056.5845230671,120.1431081722851,45880712366.497345,2989.883752535115
157,"[366.832028905979, 2524.3694434402073, 7133.495858845525, 3580.8273507487975]",72565312.77474253,85.87043722131926,27289712.98302664,103.86950422095168,253959.2592112981,57.83085824027198,39657766912.72938,3434.6719981495057
158,"[5116.774421156661, 5321.1348526531565, 1071.7201133977605, 1789.6494672938186]",53481200.790566474,59.18879830358629,27213920.455427367,76.67790983783334,235630.18875524437,53.55915605247473,36489713696.75966,1789.6494672938588
159,"[5326.172664550231, 2424.7050363472968, 2692.4323094938095, 1509.1366524184905]",51460686.402514644,52.07570864131504,27155520.969115313,55.74708455656272,156048.5843916227,35.496277182736314,34129382443.99884,1509.1366524184718
160,"[200.71197777726368, 3220.791655831783, 2114.4800699654465, 1309.9894087116586]",81313451.71561275,72.3768704490165,27277296.342875745,99.31229642339373,294739.0455269175,66.93438371460446,33117223467.627754,1309.9894087116904
161,"[1197.6213181925123, 8905.27280739895, 5935.924535540486, 2716.4092765779583]",240007768.6052796,191.62299927180476,27734818.084953044,263.1153833905682,818105.7223998331,185.7312237427259,28713494030.18324,2508.764266212022
162,"[7891.712386073383, 4984.421989290573, 869.2028808742369, 2148.426167274191]",953685787.5630792,739.7059973140065,29808946.835826978,1005.696389442959,60201658.22927047,886.3729130650175,24565377586.70001,2123.3503278361945
163,"[5868.411180208791, 7454.3947418433, 4316.595462296794, 510.32121118225507]",2102029521.0748627,1731.195493696452,33259445.032241445,2241.5268866596257,9450791.101006724,2166.856653206245,27633225615.880554,510.3212111822663
164,"[2837.759057987245, 3630.822963986351, 6459.172413316012, 2283.1132186756477]",1728607436.4073067,1841.139266688566,33382010.471778076,2286.684168344577,9833722.793233465,2234.789265793527,35868537782.4486,2282.733685904904
165,"[3560.9672589784623, 9865.152487929798, 6057.748193568871, 948.9071669439779]",982474459.7016475,1205.947752373038,31387253.339345407,1572.7368675494386,6824028.18282933,1552.0390151527095,46961999818.97692,948.9071669439435
166,"[1017.8247262040375, 1528.5913918433203, 2459.577283845081, 642.7254930382227]",418437455.8425427,590.2409732963185,29095790.86343063,751.8246456762747,2916168.6636840166,664.2728565626383,51630015168.516975,642.7254930382074
167,"[1865.6702405130577, 2850.951686938471, 1733.7359529475482, 3587.061698505701]",207334780.2295891,270.5213002712213,27961331.878462132,344.8773602404107,1331067.2434429007,303.1068574084787,45419155809.950874,3587.0616985056477
168,"[802.3374566164221, 5245.113895702547, 4103.968269896615, 3929.5144676344257]",114476511.19237529,142.26254275604117,27579194.878768552,207.6733767233288,743645.1339816675,169.22948868484497,38955041466.76604,3400.6828492776817
169,"[1120.3890216805235, 3978.5559904574166, 9694.704332753689, 3462.028503575921]",72539931.90604088,85.76206035644023,27276250.25896976,99.10816041044528,233017.26513657946,53.16946259519776,33967030189.464638,2938.267392647936
170,"[8170.720709492799, 2579.0282704493984, 1708.8758739006582, 2674.572879697724]",53479483.159814335,59.180003569210704,27187087.197822396,67.06830535017218,193365.62871423253,43.961531826586494,28847775047.493465,2539.555543220922
171,"[9293.759891275859, 5567.628930139298, 5716.1268946989985, 1119.9163746411366]",51460559.53656744,52.07509756415033,27165351.023742616,59.255136817931124,171477.4996428967,38.980599939894425,27571631188.723907,1119.9163746411057
172,"[7694.929331919369, 1870.4374855752337, 3236.792364042437, 1701.745754465667]",81313443.09003061,72.37682642756315,27258449.105126206,92.56986904584366,265082.72933036793,60.21113886810832,25609511134.51376,1701.745754465696
173,"[5076.10378684455, 2424.0973241508023, 1148.3682473920353, 2442.4801697665303]",240007767.9629208,191.62299619541784,27833276.192481313,298.3485480494769,973112.1926246284,220.8887391731323,22652320021.2002,1986.7754537402718
174,"[2886.3055324025577, 5812.382214226122, 1543.627152742023, 1924.56040741927]",953685787.5190609,739.7059970905897,30072714.833527435,1100.1451031227946,4412126.989657195,1001.4720844586234,19603704212.119446,1754.64664178009
175,"[5325.894325515858, 518.2353682242691, 3366.0427819392057, 537.658707755897]",2102029521.0694144,1731.1954936820532,1298330479.0401118,1948.9918593019067,8163597.395966128,1853.9623587929893,24099286026.200344,537.6587077559084
176,"[633.7497047276775, 9899.602323899453, 3223.5384497472296, 3239.4977834185393]",4856611641.981892,633.7497047276635,30709941.033005834,1818.3150641776033,7772947.379664461,1766.7296600726822,31890780596.659985,2299.62824543546
177,"[2546.4065476376386, 6815.027222239292, 7602.278598896865, 2382.554962431377]",1695574106.7669835,2103.2639359853633,34313322.15977246,2619.0834440900335,11427284.316939557,2595.7458911494864,38626172021.35668,2382.554962431391
178,"[4715.7618855015835, 4118.409141472685, 3488.682665429953, 3718.116576991303]",471304617.80120575,844.2779627718015,29734119.574365683,981.4261272105521,3926123.137535491,895.1940066435317,41086184523.801926,3222.2400094103623
179,"[8306.194077877291, 9650.269106665126, 1242.9722348554474, 2923.469900814577]",210926890.36674464,288.86224786593976,27988467.622292094,354.8285270756434,1374831.3160579787,313.4138560459813,37312023520.07657,2923.469900814504
180,"[9383.404568210379, 1812.3306616566015, 664.962673667775, 2964.4825971602363]",114720231.51697078,143.50820362921598,27485234.782454982,174.05184418838328,595759.5319810719,135.69065284924292,32428443446.36085,2811.4163989865756
181,"[5744.731131799119, 8418.28776758272, 1397.723766262895, 3181.069247439561]",72561364.43092802,85.8535777068121,27264489.90290225,94.86034268371802,214333.93177440704,48.86986363190979,28585022276.108196,2478.503524214914
182,"[2016.2732004774452, 1636.5594286570451, 1642.6579793099295, 3258.2988809255285]",53480933.589438125,59.18743016148358,27188182.431320377,67.45593776360377,195070.4973622979,44.34139307776274,24496046849.987087,2171.28267841207
183,"[6651.972206962001, 5230.654247691194, 3588.304841235025, 3508.8021632524333]",51460666.666768745,52.07561357984288,27188615.89818237,67.58259670837558,208102.8584845955,47.29107840603379,21287667220.88546,1890.826442430495
184,"[3924.4510742263537, 8165.994394715771, 4391.349085702184, 1507.7777176996303]",81313450.37378456,72.37686360087275,27302224.035393596,108.24716089171716,334038.7147718825,75.87088708509039,19959148613.018284,1507.7777176996708
185,"[4626.797856696065, 3013.7787416414208, 7476.093801762511, 2010.8815603699165]",240007768.5053519,191.6229987932305,27837655.05570678,299.93273286038453,980080.7515429745,222.49641574672586,18125603319.36162,1595.3823217337053
186,"[2322.126951468173, 8995.745732745685, 3838.912213732114, 2174.2114444559543]",953685787.5562317,739.7059972792521,29889628.97585852,1034.6137938132597,4123774.9959365777,936.0478058925371,15954546092.001196,1440.2128136710887
187,"[9064.72110964547, 6242.379959139921, 1168.9804070836408, 3759.3284944539005]",2102029521.074016,1731.1954936942127,33452714.825632628,2310.735147293747,196694426.67140165,2145.8888863941283,18737654164.818985,1470.7651691066235
188,"[6277.080530714178, 3349.056146570861, 1392.7207266338726, 3176.100757081184]",1728607436.407222,1841.139266688276,33385476.7426914,2287.9993906516625,198559988.1111322,2234.9887246466787,27835087478.933098,1937.8168333905155
189,"[6200.727559285136, 5334.610919763215, 8938.925830509577, 3154.388844898123]",982474459.7016419,1205.947752373006,30730679.822611697,1337.7271274603129,5790170.939401396,1387.878353498683,34669264243.31213,2550.0174029653576
190,"[1516.7487973275117, 3117.220677955482, 2484.8913981446576, 2975.785170290708]",418437455.842542,590.240973296316,29052429.999344274,736.0514882674605,2846787.0982778436,648.132314414276,34481081127.58321,2797.0663408235455
191,"[335.32434735779384, 5698.896848713165, 7624.586857406905, 3507.0625470469977]",209339679.34201252,269.74757765564254,27824875.961382113,296.0187409829775,1116192.727071198,254.32602539507798,30873880756.873135,2645.9635353045674
192,"[3420.8174871590745, 8212.573046720128, 1106.3173695520723, 3385.809166938073]",114612541.17024465,142.95779548595527,27439492.906829204,157.6181221146319,523475.1743462382,119.19284835563266,27237212504.400066,2366.2367302134135
193,"[1274.8866233198241, 3972.8729056036727, 7972.953657795536, 599.6697093950951]",72551894.24808568,85.81313981879698,27272576.679957036,97.7356574063148,226980.53455715568,51.70899776308802,27970971471.04737,599.6697093950969
194,"[2292.5139523264147, 7222.525683930663, 7200.365365460743, 2564.590531541189]",53480292.70210404,59.1841486448592,27191210.98540736,68.54298424426304,199851.49967182963,45.43091996122026,24001651500.62744,2128.6487364153713
195,"[6939.484444671, 5427.244433475962, 2517.9905890695277, 1382.7839740156778]",51460619.330180906,52.075385572970916,27168511.105162207,60.3877940512266,176459.0880455853,40.11335923330203,22107444635.700256,1382.7839740157167
196,"[1815.9771680142567, 9084.505613336283, 5833.917947661204, 1603.4056670545597]",81313447.15538262,72.37684717546126,27238806.111753125,85.54012219510311,234162.64911097786,53.19724737380663,20493557456.756035,1603.4056670545972
197,"[4620.058036441327, 9472.833396118152, 1533.514031160802, 2344.919328067189]",240007768.2656733,191.6229976453602,27710413.14481031,254.3654408953358,779608.4171004508,176.97332202942138,18528612816.088387,1631.3980271746948
198,"[5058.88678884466, 6114.5423543464785, 181.1018382084051, 3488.495635776606]",953685787.539807,739.7059971958885,29781749.510942593,995.9523871542094,59185329.03560599,877.0561882430579,16277471598.554514,1468.1291956447396
199,"[9321.182824836123, 5651.33183589209, 6966.508238768923, 3689.997524709183]",2102029521.0719812,1731.1954936888362,32688125.56843965,2037.0211637762327,8550938.247425586,1962.3010542733875,17737311772.948605,1442.7629702598872
200,"[7072.386343133986, 1525.3904291426134, 5762.883601668132, 2426.8601855314237]",1728607436.407017,1841.1392666875647,1297667916.885349,1904.353589597216,8151507.869152425,1852.769522360936,26145271125.19754,1833.0136918817493
201,"[4241.3067130238605, 7364.442356247228, 9343.670147690149, 3702.274051627105]",982474459.7016268,1205.9477523729352,31370326.953845657,2038.3498937165018,8872417.290544631,2016.189358137347,31365670580.2751,2355.0401699442705
202,"[4508.393714041321, 1132.3804584075526, 9848.411989623346, 3355.5923457837366]",418437455.8425408,590.2409732963101,28812910.692430466,650.5687427745893,2470773.181482805,564.0084796349745,33564327728.80052,2637.217049831678
203,"[1246.6268120326683, 9208.418826173724, 8698.963620621284, 2075.3522285042886]",207334780.22958905,270.52130027122064,27840430.05000372,301.4966792311333,1140284.0614084338,259.6520028995077,31218277776.838356,2075.3522285042986
204,"[5912.754357449292, 3990.0270387013024, 547.6163882203133, 1340.7889665836037]",114476511.19237529,142.26254275604114,27455738.03585534,163.4386391985594,549076.9422613891,125.010868803264,30291180832.774014,1340.7889665836208
205,"[8028.534485980114, 46.320230046028584, 3334.991716911442, 1592.6747743637732]",72539931.90604088,85.76206035644023,161067094.84630218,46.32023004602822,28140.11951730752,6.610734650758406,28596214711.531155,1592.674774363744
206,"[5373.956029379229, 9198.556164127605, 3463.4599436596127, 1387.8128075849108]",53479483.159814335,59.180003569210704,27185570.909298457,116.46999764009273,410642.0829737056,93.18499603893234,26594529049.770428,1387.8128075849188
207,"[7375.012481097484, 4522.179408898071, 2246.04822939982, 1809.7580645307735]",51460559.53656744,52.07509756415033,27184054.626146335,65.949004316577,200918.0856561672,45.74407917165111,23568649652.944275,1809.7580645307075
208,"[1408.5702037979986, 1763.8698650622332, 4983.677727394797, 1675.7017980181915]",81313443.09003061,72.37682642756315,27240825.198212795,86.26862822740623,237366.95581467502,53.93343171750113,21755283186.121216,1675.701798018223
209,"[9148.459010681001, 3623.938991166331, 5805.883502780434, 2529.0571516781215]",240007767.9629208,191.62299619541784,27752956.97791358,269.59364257092017,846610.062793382,192.17635212317833,19546281541.768276,1719.0724972180658
210,"[130.94456588333637, 6635.373720167106, 1780.3596686975143, 3844.2812698778207]",2369067457.891035,211.31649385154793,28358374.93945433,486.49185647790716,1711910.3324045315,388.7474404860692,17092914389.388954,1538.6228914495773
211,"[1486.6272775311295, 4146.241237270237, 853.4966807864386, 3987.4970073837894]",4172352538.164558,1486.6272775311268,32411122.603659317,1937.3405150915294,157753552.26106712,1786.0248412949788,16813794581.211397,1436.162855618187
212,"[5021.950103312426, 5953.850173200438, 670.7647738842747, 2999.841881596711]",2974173852.3572865,2158.6779716056103,34454418.60967847,2670.196579246541,238394367.50478438,2586.6830266971588,25351570685.049747,1766.8784254874115
213,"[2099.0559309558575, 8980.542894407137, 2051.396404820072, 762.7508826546663]",1102049114.998019,1625.1029180824733,32724354.53136231,2051.7333651517583,122267264.78126012,2070.3888886990426,37107632355.47356,762.7508826546533
214,"[365.4966784809488, 4720.669451099992, 5648.411332626164, 262.8345577134095]",1116949450.6752682,365.4966784809605,28299160.23805396,467.2079427057729,1664268.5120315645,424.7479120581755,45036480917.181114,268.3429551119904
215,"[7755.276166950106, 4532.888347480276, 5243.902693275801, 1763.0509877529125]",254800613.43444,512.8729319797367,28539599.67400613,551.5625712328869,2240121.0146620334,508.90349499460257,43182502101.404144,1763.0509877529353
216,"[4007.63060875326, 5596.403313082179, 1552.4024593071251, 727.7125219810845]",117697010.51844963,158.72259798217132,27533882.12673029,191.67022365596011,673254.650656267,153.59717213879352,44263385892.328995,727.7125219810742
217,"[8617.856210135173, 9461.154621336327, 3733.0931627975297, 1082.978692574215]",72823139.43938684,86.97136272252372,27339674.400479,121.78865184603444,332773.7070485739,75.77107589875244,43722589067.62969,1082.9786925741844
218,"[6439.9954323901575, 4087.341710980964, 253.86355660344861, 624.6103894647614]",53498649.011630595,59.27813791828183,27179132.834932864,64.2448346432879,180947.5580882902,41.1811066812336,43627806311.25525,624.6103894647727
219,"[7159.722288473975, 6589.239419101514, 270.9599250348349, 887.8886477317977]",51461975.14579715,52.08191615095817,27192206.805459984,68.8643743608955,213740.299804809,48.56469468372457,42794939270.285225,887.8886477317822
220,"[2310.7479658807138, 6718.927435987284, 197.10537754364154, 416.4343279382954]",81313539.3369255,72.37731763246597,27253737.371627253,90.89339836886124,257708.8353739603,58.55377962218404,44074273267.710335,416.43432793828487
221,"[7999.160853731893, 1785.4466205433362, 6527.461078518747, 952.7311241869061]",240007775.13055554,191.62303052268587,27751373.261883087,269.03177543742555,844137.8474060057,191.62328597953694,43520229922.477165,952.7311241869031
222,"[994.4139275934516, 2431.721909994541, 7222.669318556592, 3422.7858724251428]",953685788.0102191,739.7059995835507,29719152.412173998,973.561950598725,3855133.6259301314,875.0424946295897,36292606980.93909,3205.057448879228
223,"[8302.198645669916, 3971.835296184548, 6680.851365706461, 819.9371816632839]",2102029521.130223,1731.1954938427202,33663491.93228182,2386.1161260840804,10087002.252092144,2290.173723444134,39159535583.54324,819.9371816632639
224,"[2931.4773026101325, 8963.358185211198, 130.01923510736034, 342.0341234178723]",1728607436.41287,1841.139266707771,33891289.9536439,2469.1229645529747,217436622.02436092,2336.7939606225896,52734729961.68977,423.12954704947816
225,"[2078.862551460273, 265.32203873819714, 1814.354350897973, 2332.166243878769]",982474459.7020268,1205.947752374966,1279482222.7513947,1086.4338114230313,4684678.822727247,1143.9298182168282,60632632803.29723,2332.166243878861
226,"[4214.24550592498, 8926.717110769749, 8174.435617384409, 1367.2694067915038]",418437455.84257066,590.2409732964529,28925441.86071881,1172.0378336367776,4764583.0013536755,1082.8289529881395,63633098193.29121,1367.2694067915365
227,"[2594.2343343129246, 3796.924081672669, 5902.949425148077, 1072.254563291505]",207334780.22959137,270.5213002712312,27915741.752350565,328.49543179747354,1259021.430341532,287.44958301063144,65214496079.52864,1119.2745399421158
228,"[6241.4890784913405, 4094.116521912404, 5520.471808519802, 1744.5061165412667]",114476511.19237545,142.26254275604225,27453251.986718487,162.57691104286192,545286.5978761732,124.19515089782439,63104779099.62556,1744.506116541298
229,"[2944.6575954191767, 9484.533069621566, 7636.057941597608, 560.4527030658102]",72539931.90604088,85.76206035644032,27247479.12987707,88.7590418833242,187498.35545497012,42.76110197380521,62537053929.66781,1053.4335108523537
230,"[8684.679758979128, 4874.311982495136, 8945.522268940915, 3199.4210237892607]",53479483.159814335,59.180003569210704,27199014.057892375,71.32661170529877,212094.33340237653,48.194078349412706,55420358085.89395,3199.4210237893753
231,"[4252.135044692334, 224.69308320117398, 2686.7735938494607, 2166.536858643468]",51460559.53656744,52.07509756415033,27174707.708814204,62.60871233937877,186227.00411264464,42.33429458398421,51169799339.270195,2166.53685864345
232,"[6334.782198261472, 2578.876854332023, 1393.5607407282414, 3339.7209471971964]",81313443.09003061,72.37682642756315,27297449.987839356,106.53316674609981,326499.7752334736,74.15214081470585,44544965334.76871,3339.7209471972883
233,"[9844.02180703552, 5256.901823026858, 1716.792858483035, 1089.2293060774757]",240007767.9629208,191.62299619541784,27829259.58985562,296.9259594658154,966854.4679617261,219.49263417562403,43659730105.67449,1089.229306077461
234,"[183.90676547466734, 9142.98806560499, 1177.5108289014113, 2306.0659020570142]",2327077965.9788775,226.98993708494677,28409304.527267285,504.74985672252865,1792250.5965912652,407.0214913984536,38820351667.35427,2306.06590205709
235,"[2740.55220687206, 5541.780025157934, 6514.203883518642, 3318.9672148288064]",2623060059.9825883,2049.409194276073,34478430.972066276,2677.322767648338,11368348.549424049,2580.1401555337297,35127816831.041885,2978.973980690605
236,"[2064.212717606032, 109.95828658480478, 1368.8563006880727, 3600.0745673924202]",1843389408.893361,1997.726034373218,1300894754.2946267,2052.963789427144,174061494.47375232,1937.9837272366183,42991212093.93645,3166.0841358188245
237,"[8738.900775625152, 5974.131021703083, 6005.1686043365335, 2660.1466981850217]",990298403.2248683,1245.8065524917938,31527065.004819382,2095.5365104284965,9124001.237283388,2135.1769573064903,48560311184.16087,2660.146698184972
238,"[1753.712786234496, 9144.119459249598, 4187.705248920731, 1532.55411299799]",419017322.6219345,593.0278304882595,29066685.07442134,741.4609488907072,2870581.753736881,654.8169065226588,54626254653.88576,1532.5541129980113
239,"[5189.177052828375, 469.65966775055045, 1662.833687560794, 2952.134465705482]",207374179.83530453,270.722470635181,27875473.06145232,314.1345570116127,1195863.9758087383,272.4122784645982,50269457637.64238,2952.134465705445
